tarih,stok_toplam,stok_gercek,stok_tuzel,mevduat_yi,mevduat_tl,mevduat_yp_tl,genis_toplam,k_gercek,maden_gercek,k_tuzel,maden_tuzel,maden_diger,ar_toplam,ar_gercek,ar_gercek_usd,ar_gercek_eur,ar_gercek_diger,ar_gercek_maden,ar_tuzel,ar_tuzel_usd,ar_tuzel_eur,ar_tuzel_diger,ar_tuzel_maden,pe_toplam,pe_gercek,pe_gercek_usd,pe_gercek_eur,pe_gercek_diger,pe_gercek_maden,pe_tuzel,pe_tuzel_usd,pe_tuzel_eur,pe_tuzel_diger,pe_tuzel_maden
2024-03-15,,,,,,,,,,,,,1849.649,1515.2625,621.7,155.8638,-113.873,851.5717,334.3865,-397.665,591.7164,12.537,127.7982,-306.356,-137.1615,0.0,-160.3538,0.0,23.1923,-169.1945,0.0,-170.8404,0.0,1.6458
2024-03-22,,,,,,,,,,,,,3607.9223,2211.2073,965.657,227.4777,-90.392,1108.4646,1396.715,797.906,528.3044,86.186,-15.6814,-451.1853,-245.8703,0.0,-186.6677,0.0,-59.2026,-205.315,0.0,-201.0004,0.0,-4.3146
2024-03-29,,,,,,,,,,,,,-2703.4102,302.8105,798.956,276.1989,-76.043,-696.3014,-3006.2207,-1652.382,-1086.3071,-218.247,-49.2847,518.7752,540.6325,0.0,-55.5639,0.0,596.1964,-21.8573,0.0,-64.2679,0.0,42.4107
2024-04-05,,,,,,,,,,,,,-4587.5406,-1725.724,-1006.781,-144.9985,16.501,-590.4455,-2861.8166,-1850.127,-905.1691,-44.676,-61.8445,1416.3226,1250.392,0.0,79.2525,0.0,1171.1395,165.9306,0.0,82.7221,0.0,83.2085
2024-04-12,,,,,,,,,,,,,-343.6715,-458.0666,-178.175,-36.5356,-19.587,-223.769,114.3951,-187.98,207.2932,53.534,41.5479,1308.2475,1150.6396,0.0,79.4426,0.0,1071.197,157.6079,0.0,81.7288,0.0,75.8791
2024-04-19,,,,,,,,,,,,,1056.2468,-404.0219,-951.03,-215.5609,-41.32,803.8889,1460.2687,-139.417,1548.6508,25.582,25.4529,-714.8388,-226.7521,0.0,-478.9081,0.0,252.1561,-488.0867,0.0,-506.1188,0.0,18.0321
2024-04-26,,,,,,,,,,,,,-2214.5716,-1287.2987,-501.681,-255.314,144.481,-674.7847,-927.2729,137.622,-908.6826,-96.689,-59.5234,-332.1354,-386.8193,0.0,79.954,0.0,-466.7733,54.6839,0.0,88.0656,0.0,-33.3816
2024-05-03,,,,,,,,,,,,,-2985.6845,-921.0713,-699.765,-218.0645,5.471,-8.7128,-2064.6132,-1466.369,-604.1534,31.917,-26.0078,-435.1715,-539.1477,0.0,148.1255,0.0,-687.2732,103.9762,0.0,152.6604,0.0,-48.6842
2024-05-10,,,,,,,,,,,,,-4293.1857,-2197.2644,-1213.685,-467.6779,-94.81,-421.0916,-2095.9213,-1095.003,-1036.7281,-66.585,102.3948,1107.5897,1005.6054,0.0,26.8559,0.0,978.7496,101.9843,0.0,30.7341,0.0,71.2502
2024-05-17,,,,,,,,,,,,,-1215.906,-1147.195,-846.475,-287.6767,41.777,-54.8203,-68.7109,-126.551,165.04,24.725,-131.9249,628.296,380.436,0.0,231.7937,0.0,148.6423,247.8599,0.0,237.73,0.0,10.1299
2024-05-24,,,,,,,,,,,,,-708.0022,-1516.4625,-1034.964,-180.5903,-106.217,-194.6911,808.4602,395.415,553.2136,-107.272,-32.8964,-731.6408,-635.3735,0.0,-55.8917,0.0,-579.4819,-96.2672,0.0,-55.9406,0.0,-40.3266
2024-05-31,,,,,,,,,,,,,-3368.6491,-1229.4625,-530.124,-181.1304,-277.786,-240.4221,-2139.1867,-1058.716,-944.1003,-73.491,-62.8793,121.7131,81.1255,0.0,37.7234,0.0,43.4021,40.5877,0.0,37.5863,0.0,3.0013
2024-06-07,,,,,,,,,,,,,-1649.2209,-843.1776,-555.466,-227.2111,-64.887,4.3865,-806.0434,-376.592,-324.4728,-116.497,11.5185,-164.9111,-115.4434,0.0,-48.2119,0.0,-67.2315,-49.4676,0.0,-44.8762,0.0,-4.5915
2024-06-14,,,,,,,,,,,,,-1675.7176,-874.8444,-564.133,-140.0753,-29.243,-141.393,-800.8732,-820.91,117.2027,-63.361,-33.8049,-1025.6704,-635.4236,0.0,-345.4277,0.0,-289.996,-390.2468,0.0,-370.2497,0.0,-19.9971
2024-06-21,,,,,,,,,,,,,1596.7131,44.7523,74.183,60.0228,19.757,-109.2105,1551.9608,571.655,942.3296,72.972,-34.9958,694.1489,644.3287,0.0,2.3792,0.0,641.9495,49.8202,0.0,6.5934,0.0,43.2268
2024-06-28,163145.2,100476.8,62668.4,15060743063.9,9758292005.0,5302451058.9,200519.013,100476.811,31799.439,62668.364,2170.584,872.76,-1796.865356,-231.353881,-225.771,-16.360881,135.592,-124.814,-1565.511475,-487.709,-922.446475,-176.781,21.425,-177.637644,-212.402119,0.0,48.545881,0.0,-260.948,34.764475,0.0,45.461475,0.0,-10.697
2024-07-05,162424.1,101041.4,61382.7,14817227829.9,9563874298.0,5253353531.9,199637.411,101041.411,32237.175,61382.763,2163.445,887.043,-1856.118376,-257.512406,-89.155,-154.028406,108.015,-122.344,-1598.60597,-1249.727,-476.98597,168.583,-40.476,1135.117376,822.112406,0.0,262.032406,0.0,560.08,313.00497,0.0,279.66797,0.0,33.337
2024-07-12,163651.3,101283.1,62368.2,15265152364.6,9914174129.0,5350978235.6,201170.98,101283.096,32362.688,62368.25,2166.58,895.649,561.393107,-221.206243,-151.233,-55.922243,148.466,-162.517,782.59935,216.72,282.33035,299.996,-16.447,665.778893,462.891243,0.0,174.861243,0.0,288.03,202.88765,0.0,183.30565,0.0,19.582
2024-07-19,165132.3,101763.0,63369.3,15327760110.7,9922005148.0,5405754962.7,202617.083,101763.035,32534.55,63369.281,2183.812,900.773,1369.678352,346.476175,134.891,128.148175,71.611,11.826,1023.202177,273.594,1007.021177,-270.387,12.974,111.291648,133.462825,0.0,-26.573175,0.0,160.036,-22.171177,0.0,-26.429177,0.0,4.258
2024-07-26,165163.1,101365.5,63797.7,15500455457.8,10104488426.0,5395967031.8,202501.763,101365.466,32388.745,63797.672,2192.666,897.918,439.803662,-76.359906,-261.372,49.119094,32.473,103.42,516.163568,488.763,-156.892432,166.045,18.248,-408.981662,-321.209094,0.0,-71.984094,0.0,-249.225,-87.772568,0.0,-78.378568,0.0,-9.394
2024-08-02,165471.7,102496.0,62975.6,15347084141.6,9909269266.0,5437814875.6,202989.433,102496.028,33388.767,62975.626,2254.511,927.338,-848.594272,118.586529,-155.571,108.781529,95.21,70.166,-967.180801,-913.419,-81.044801,24.548,2.735,1157.110272,1011.975471,0.0,82.119471,0.0,929.856,145.134801,0.0,86.024801,0.0,59.11
2024-08-09,167956.2,102793.3,65162.9,15511298996.1,9928213543.0,5583085453.1,205718.389,102793.328,33093.295,65162.857,2368.298,920.334,2795.251847,675.096706,386.445,52.813706,77.221,158.617,2120.155141,1747.138,309.863141,-69.375,132.529,-310.720847,-377.796706,0.0,76.292294,0.0,-454.089,67.075859,0.0,85.817859,0.0,-18.742
2024-08-16,169015.5,103975.0,65040.5,15831555316.9,10185502565.0,5646052751.9,207043.536,103975.048,33824.142,65040.473,2437.616,941.6,40.227747,363.251524,246.722,-11.861476,63.847,64.544,-323.023777,-236.047,-156.003777,35.718,33.309,1019.108253,818.468476,0.0,152.165476,0.0,666.303,200.639777,0.0,164.630777,0.0,36.009
2024-08-23,172402.3,105452.0,66950.3,16010664770.5,10201806860.0,5808857910.5,211062.697,105451.98,34514.56,66950.324,2511.507,973.12,2000.39281,568.755778,143.512,144.869778,93.199,187.175,1431.637032,950.475,212.785032,240.503,27.874,1386.39019,908.176222,0.0,404.933222,0.0,503.243,478.213968,0.0,432.196968,0.0,46.017
2024-08-30,171243.2,105577.5,65665.8,15958409091.7,10181135455.0,5777273636.7,210196.037,105577.45,34947.913,65665.794,2684.961,997.178,-1224.411518,-112.268447,-66.884,-55.840447,-16.721,27.177,-1112.143071,-865.753,-295.528071,-104.569,153.707,65.351518,237.738447,0.0,-168.437553,0.0,406.176,-172.386929,0.0,-192.133929,0.0,19.747
2024-09-06,172203.3,105373.0,66830.3,15812931448.8,10007770123.0,5805161325.8,210733.818,105372.982,34730.439,66830.346,2672.525,996.948,1149.88861,25.97366,-98.761,95.99366,-25.119,53.86,1123.91495,614.95,485.18595,23.949,-0.17,-189.80461,-230.44166,0.0,40.89234,0.0,-271.334,40.63705,0.0,52.90305,0.0,-12.266
2024-09-13,169844.8,105465.9,64378.9,16107059184.0,10395638503.0,5711420681.0,208804.945,105465.85,35234.442,64378.939,2712.214,1014.412,-2882.708271,-424.722079,-238.788,-66.905079,-67.259,-51.77,-2457.986192,-2154.007,-196.620192,-104.689,-2.67,524.169271,517.590079,0.0,-38.182921,0.0,555.773,6.579192,0.0,-35.779808,0.0,42.359
2024-09-20,171884.1,106050.8,65833.4,16213553077.6,10405128277.0,5808424800.6,211030.1,106050.775,36075.448,65833.369,2799.44,1036.514,870.470709,-361.062501,-218.404,-46.125501,-142.185,45.652,1231.53321,807.723,231.65221,164.925,27.233,1168.884291,945.987501,0.0,150.633501,0.0,795.354,222.89679,0.0,162.90379,0.0,59.993
2024-09-27,170372.8,106476.3,63896.5,16392106825.0,10622339292.0,5769767533.0,208753.497,106476.276,37483.157,63896.534,2957.756,1086.697,-2974.730549,-893.994617,-511.284,-147.658617,-363.058,128.006,-2080.735932,-1169.526,-845.551932,-127.756,62.098,1463.396549,1319.495617,0.0,39.792617,0.0,1279.703,143.900932,0.0,47.682932,0.0,96.218
2024-10-04,169862.6,105745.8,64116.8,16104749091.9,10339755402.0,5764993689.9,207608.292,105745.825,36960.215,64116.767,2948.482,1073.151,1096.687602,374.662236,-166.403,123.367236,265.56,152.138,722.025366,454.446,163.761366,68.392,35.426,-1606.905602,-1105.113236,0.0,-430.033236,0.0,-675.08,-501.792366,0.0,-457.092366,0.0,-44.7
2024-10-11,166967.8,105398.9,61568.9,16227414034.8,10555778252.0,5671635782.8,204251.577,105398.888,37208.946,61568.869,3021.601,1090.206,-2732.593282,-299.181334,-408.735,32.672666,-112.108,188.989,-2433.411948,-1677.459,-760.102948,-61.606,65.756,-162.241718,-47.755666,0.0,-107.497666,0.0,59.742,-114.486052,0.0,-121.849052,0.0,7.363
2024-10-18,169664.6,106210.9,63453.7,16414083297.4,10654859337.0,5759223960.4,207016.786,106210.87,38307.029,63453.705,3108.24,1117.474,2013.783044,-8.737467,-95.799,72.350533,-56.232,70.943,2022.520511,795.914,1266.033511,-47.412,7.985,683.034956,820.719467,0.0,-206.420533,0.0,1027.14,-137.684511,0.0,-216.338511,0.0,78.654
2024-10-25,168121.5,106271.6,61849.9,16498680593.9,10786437448.0,5712243145.9,205313.203,106271.573,38911.516,61849.928,3191.59,1148.522,-2013.753197,-440.164117,-365.431,-84.799117,-32.857,42.923,-1573.58908,-448.429,-1176.53908,0.658,50.721,470.679197,500.867117,0.0,-60.696883,0.0,561.564,-30.18792,0.0,-62.81692,0.0,32.629
2024-11-01,167744.8,106463.1,61281.8,16503634654.1,10796806169.0,5706828485.1,205172.519,106463.057,39014.552,61281.781,3183.167,1159.729,-572.270055,75.405583,-61.331,76.447583,3.391,56.898,-647.675638,233.339,-769.864638,-98.169,-12.981,195.607055,116.078417,0.0,69.940417,0.0,46.138,79.528638,0.0,74.970638,0.0,4.558
2024-11-08,166679.7,105023.7,61656.0,16399175078.8,10724924726.0,5674250352.8,203456.038,105023.684,38074.816,61655.995,3198.231,1131.885,711.681421,15.211495,-284.33,12.284495,1.049,286.208,696.469926,-104.0,598.626926,97.429,104.414,-1776.840421,-1454.584495,0.0,-228.640495,0.0,-1225.944,-322.255926,0.0,-232.905926,0.0,-89.35
2024-11-15,166700.9,103406.6,63294.3,16826342089.5,11139773288.0,5686568801.5,203362.465,103406.568,37021.194,63294.33,3205.268,1094.08,2734.420537,398.966144,-130.336,158.551144,-73.017,443.768,2335.454393,544.968,1535.756393,97.103,157.627,-2713.201537,-2016.082144,0.0,-518.692144,0.0,-1497.39,-697.119393,0.0,-546.529393,0.0,-150.59
2024-11-22,166291.0,105220.2,61070.8,16776239711.9,11081945982.0,5694293729.9,202608.919,105220.167,39508.856,61070.838,3224.076,1175.435,-2320.120604,-218.100412,-246.461,-94.101412,-36.062,158.524,-2102.020192,-1093.51,-553.885192,-270.881,-183.744,1910.227604,2031.699412,0.0,-297.438588,0.0,2329.138,-121.471808,0.0,-324.023808,0.0,202.552
2024-11-29,165770.3,104216.3,61554.0,16640242675.0,10942045550.0,5698197125.0,201782.764,104216.318,38387.716,61553.972,3234.514,1144.467,16.739199,-185.572767,-244.635,-31.066767,56.385,33.744,202.311966,681.063,-756.819034,198.233,79.835,-537.454199,-818.276233,0.0,336.607767,0.0,-1154.884,280.822034,0.0,350.219034,0.0,-69.397
2024-12-06,162746.3,103411.7,59334.6,16464689090.6,10851853830.0,5612835260.6,198856.709,103411.696,37855.648,59334.56,3186.918,1130.465,-2520.096631,-321.19596,-145.562,-175.91296,-0.935,1.214,-2198.900671,-1575.94,-551.986671,-97.139,26.165,-503.937369,-483.42604,0.0,49.85596,0.0,-533.282,-20.511329,0.0,53.249671,0.0,-73.761
2024-12-13,163865.2,103113.8,60751.3,16988465812.6,11311664029.0,5676801783.6,198694.926,103113.836,38063.566,60751.345,3221.946,1143.124,1043.838863,-551.402212,-53.904,-5.043212,-228.929,-263.526,1595.241075,797.917,976.087075,-168.104,-10.659,75.086137,253.542212,0.0,-217.901788,0.0,471.444,-178.456075,0.0,-224.143075,0.0,45.687
2024-12-20,162547.6,102100.8,60446.8,16972082079.4,11303985606.0,5668096473.4,197504.505,102100.801,37289.959,60446.847,3155.918,1126.107,-5.548827,-2.723024,-52.437,-90.788024,134.862,5.64,-2.825803,191.567,-217.383803,32.236,-9.245,-1311.984173,-1010.311976,0.0,-231.064976,0.0,-779.247,-301.672197,0.0,-244.889197,0.0,-56.783
2024-12-27,163299.3,102476.2,60823.1,17354237080.8,11653284829.0,5700952251.8,199348.417,102476.221,37453.92,60823.066,3151.201,1136.052,384.905965,110.043142,122.008,14.222142,-15.333,-10.854,274.862823,326.729,9.501823,-47.906,-13.462,366.733035,265.376858,0.0,90.561858,0.0,174.815,101.356177,0.0,92.611177,0.0,8.745
2025-01-03,163223.5,102745.4,60478.2,17033570897.6,11309909187.0,5723661710.6,198722.815,102745.361,37866.509,60478.182,3154.185,1151.877,117.010739,160.885202,81.86,60.946202,33.483,-15.404,-43.874463,124.41,-201.393463,65.336,-32.227,-192.754739,108.254798,0.0,-319.738202,0.0,427.993,-301.009537,0.0,-336.220537,0.0,35.211
2025-01-10,162319.4,102582.0,59737.5,17167411139.5,11468536087.0,5698875052.5,197589.793,102581.953,38018.088,59737.476,3276.143,1157.913,-955.700739,-253.773461,-179.731,-58.250461,-22.001,6.209,-701.927278,-354.84,-209.522278,-245.252,107.687,51.586739,90.365461,0.0,-55.004539,0.0,145.37,-38.778722,0.0,-53.049722,0.0,14.271
2025-01-17,163333.5,102713.7,60619.8,17483832737.3,11730078899.0,5753753838.3,198767.025,102713.704,38223.64,60619.826,3177.795,1165.599,583.132484,-225.202981,-35.016,-129.810981,40.236,-100.612,808.335465,849.583,180.798465,-98.543,-123.503,430.968516,356.953981,0.0,50.789981,0.0,306.164,74.014535,0.0,48.859535,0.0,25.155
2025-01-24,165851.1,103983.3,61867.8,17710468597.6,11842849404.0,5867619193.6,201142.649,103983.327,39000.122,61867.804,3245.67,1189.135,728.015889,20.206155,113.646,-111.982845,43.401,-24.858,707.809734,636.5,-87.335266,160.619,-1.974,1789.585111,1249.416845,0.0,448.076845,0.0,801.34,540.168266,0.0,470.319266,0.0,69.849
2025-01-31,164495.9,103995.0,60500.9,17381161664.5,11534883436.0,5846278228.5,199036.229,103995.014,39302.224,60500.878,3242.833,1196.268,-1237.998118,-92.435453,-115.309,65.375547,-13.949,-28.553,-1145.562665,-261.559,-657.223665,-202.013,-24.767,-117.240882,104.122453,0.0,-226.532547,0.0,330.655,-221.363335,0.0,-243.293335,0.0,21.93
2025-02-07,168753.2,105965.4,62787.8,17594327552.8,11562728566.0,6031598986.8,203640.879,105965.379,40427.435,62787.833,3385.338,1229.152,3171.248193,980.59486,718.93,32.30486,97.742,131.618,2190.653333,1126.239,821.228333,190.556,52.63,1086.071807,989.77014,0.0,-3.82286,0.0,993.593,96.301667,0.0,6.426667,0.0,89.875
2025-02-14,170483.4,107020.5,63462.9,18059021338.4,11928838030.0,6130183308.4,205322.562,107020.512,41529.376,63462.888,3678.748,1262.055,271.433753,-65.501314,-377.611,6.296686,64.829,240.984,336.935067,-90.273,157.760067,48.006,221.442,1458.754247,1120.634314,0.0,259.677314,0.0,860.957,338.119933,0.0,266.151933,0.0,71.968
2025-02-21,174679.6,108519.7,66159.8,18188240356.9,11870165551.0,6318074805.9,209820.681,108519.737,42528.989,66159.834,3824.698,1294.923,3585.441756,910.239789,306.387,136.478789,102.239,365.135,2675.201967,1568.344,889.462967,132.181,85.214,610.729244,588.985211,0.0,-45.492789,0.0,634.478,21.744033,0.0,-38.991967,0.0,60.736
2025-02-28,171493.5,106976.1,64517.4,18128930640.3,11911316322.0,6217614318.3,206009.857,106976.139,41092.38,64517.385,3677.305,1265.874,-1339.874432,-4.911575,-83.945,102.833425,35.729,-59.529,-1334.962857,-1197.39,30.722143,-147.964,-20.331,-1846.172568,-1538.686425,0.0,-161.606425,0.0,-1377.08,-307.486143,0.0,-180.424143,0.0,-127.062
2025-03-07,177130.9,109153.8,67977.1,18276404426.8,11865558265.0,6410846161.8,212816.819,109153.822,42246.425,67977.072,3925.621,1300.954,2494.199595,284.898887,36.733,-183.768113,111.872,320.062,2209.300708,1430.287,440.459708,172.093,166.461,3143.170405,1892.784113,0.0,1058.801113,0.0,833.983,1250.386292,0.0,1168.531292,0.0,81.855
2025-03-14,178741.4,109939.3,68802.1,18721215850.3,12211099305.0,6510116545.3,214290.132,109939.334,43020.854,68802.063,4067.442,1311.565,673.214047,-41.238232,107.618,-130.008232,-3.891,-14.957,714.452279,-111.599,818.047279,-66.24,74.244,937.288953,826.750232,0.0,37.364232,0.0,789.386,110.538721,0.0,42.961721,0.0,67.577
2025-03-21,185045.7,113095.1,71950.6,19234896394.9,12252785060.0,6982111334.9,221401.784,113095.107,43690.654,71950.633,4140.016,1355.603,5862.269255,2653.48176,2168.769,421.51676,6.271,56.925,3208.787495,2472.638,771.128495,-50.192,15.213,442.073745,502.29124,0.0,-110.58376,0.0,612.875,-60.217495,0.0,-117.578495,0.0,57.361
2025-03-28,185259.8,114024.0,71235.8,19439394288.4,12454896668.0,6984497620.4,221661.272,114023.963,44563.241,71235.839,4118.273,1382.172,-383.295705,337.891584,-277.642,283.938584,77.596,253.999,-721.187289,-200.266,-241.986289,-195.761,-83.174,597.357705,590.964416,0.0,-27.623584,0.0,618.588,6.393289,0.0,-55.037711,0.0,61.431
2025-04-04,189799.3,115210.8,74588.5,19300281037.8,12136878297.0,7163402740.8,226321.047,115210.841,45073.285,74588.501,4173.623,1419.873,3306.583216,502.843004,-81.068,263.782004,64.899,255.23,2803.740212,1375.393,1329.162212,65.453,33.732,1232.956784,684.034996,0.0,429.220996,0.0,254.814,548.921788,0.0,527.303788,0.0,21.618
2025-04-11,191238.3,117940.6,73297.7,19586165349.0,12352386309.0,7233779040.0,229282.87,117940.589,47221.932,73297.667,4614.604,1492.819,-2432.674817,22.739029,-233.691,-110.646971,69.199,297.878,-2455.413846,-1651.301,-1056.514846,-9.34,261.742,3871.588817,2707.008971,0.0,856.239971,0.0,1850.769,1164.579846,0.0,985.340846,0.0,179.239
2025-04-18,195556.6,119864.5,75692.1,19839223660.7,12420826847.0,7418396813.7,234374.315,119864.461,48941.643,75692.135,4590.538,1558.897,2429.480935,293.150105,22.255,121.569105,-34.681,184.007,2136.33083,897.617,1288.41683,124.469,-174.172,1888.859065,1630.721895,0.0,95.017895,0.0,1535.704,258.13717,0.0,108.03117,0.0,150.106
2025-04-25,194846.1,119328.7,75517.5,19825901196.0,12386147397.0,7439753799.0,232736.352,119328.665,48625.899,75517.48,4603.557,1597.872,-147.290624,-81.870807,-231.388,121.290193,-56.764,84.991,-65.419817,-1046.469,881.758183,44.704,54.587,-563.160376,-453.925193,0.0,-53.190193,0.0,-400.735,-109.235183,0.0,-67.667183,0.0,-41.568
2025-05-02,193508.8,118763.5,74745.3,19804654076.7,12389833118.0,7414820958.7,231530.434,118763.527,48269.881,74745.269,4614.146,1600.382,-824.723254,-119.342034,-250.183,87.104966,-27.926,71.662,-705.38122,240.241,-893.74322,-107.366,55.487,-512.625746,-445.795966,0.0,-18.115966,0.0,-427.68,-66.82978,0.0,-21.93178,0.0,-44.898
2025-05-09,193126.3,118778.1,74348.2,19758466040.7,12321796086.0,7436669954.7,230613.066,118778.067,49004.145,74348.195,4768.928,1638.132,-710.689086,-496.762534,-375.576,-84.812534,-43.233,6.859,-213.926552,-588.459,268.682448,21.774,84.076,328.155086,511.302534,0.0,-216.102466,0.0,727.405,-183.147448,0.0,-253.853448,0.0,70.706
2025-05-16,191607.8,116754.2,74853.6,20161154860.0,12772380276.0,7388774584.0,229411.646,116754.167,47647.657,74853.593,4581.198,1600.311,864.675821,-86.591416,-467.766,71.118584,-29.349,339.405,951.267237,20.952,965.519237,-16.79,-18.414,-2383.177821,-1937.308584,0.0,-241.415584,0.0,-1695.893,-445.869237,0.0,-276.553237,0.0,-169.316
2025-05-23,193086.8,118700.9,74385.9,20208184503.6,12723017876.0,7485166627.6,231308.492,118700.899,49291.869,74385.926,4767.067,1648.149,-1342.072036,-227.107229,-56.454,-101.639229,59.808,-128.822,-1114.964807,-372.197,-688.603807,-63.919,9.755,2821.137036,2173.839229,0.0,400.805229,0.0,1773.034,647.297807,0.0,471.183807,0.0,176.114
2025-05-30,191836.9,117525.1,74311.8,20261707000.6,12781055299.0,7480651701.6,229374.199,117525.063,48532.76,74311.791,4678.132,1629.323,-523.35232,-496.187294,-333.108,-12.882294,-99.93,-50.267,-27.165026,-65.207,160.276974,-102.697,-19.538,-726.61868,-679.648706,0.0,29.193294,0.0,-708.842,-46.969974,0.0,22.427026,0.0,-69.397
2025-06-06,190551.9,118235.5,72316.4,20146526059.5,12715029017.0,7431497042.5,228816.503,118235.499,49251.606,72316.448,4651.254,1658.212,-2594.845896,-318.044094,-38.133,-85.315094,-42.12,-152.476,-2276.801802,-592.089,-1662.631802,92.206,-114.287,1309.938896,1028.480094,0.0,157.158094,0.0,871.322,281.458802,0.0,194.049802,0.0,87.409
2025-06-13,195140.3,119572.7,75567.6,20784553901.6,13137366594.0,7647187307.6,234320.489,119572.655,50386.144,75567.622,4796.737,1695.639,2937.062139,129.708312,0.546,58.990312,-159.178,229.35,2807.353827,1730.892,992.164827,25.096,59.201,1651.267861,1207.447688,0.0,302.259688,0.0,905.188,443.820173,0.0,357.538173,0.0,86.282
2025-06-20,193654.1,118755.0,74899.1,20813405482.7,13174978833.0,7638426649.7,232929.491,118755.018,49776.214,74899.078,4735.768,1684.965,-477.027236,50.322428,-123.753,153.069428,-172.342,193.348,-527.349664,-256.946,-164.046664,-118.147,11.79,-1009.153764,-867.959428,0.0,-64.681428,0.0,-803.278,-141.194336,0.0,-68.435336,0.0,-72.759
2025-06-27,194133.3,118025.1,76108.1,21211345333.1,13512461552.0,7698883781.1,234101.65,118025.147,48867.009,76108.149,4552.251,1661.086,677.152201,-50.794257,-169.716,1.601743,-159.782,277.102,727.946458,575.51,161.180458,66.142,-74.886,-197.952201,-679.076743,0.0,507.230257,0.0,-1186.307,481.124542,0.0,589.755542,0.0,-108.631
2025-07-04,191189.1,118460.3,72728.8,20623699840.7,13053343134.0,7570356706.7,230435.858,118460.271,49425.296,72728.8,4567.878,1686.806,-4070.11802,-463.741063,-230.31,-35.132063,-0.658,-197.641,-3606.376957,-2355.947,-1129.278957,-79.417,-41.734,1125.89302,898.865063,0.0,142.937063,0.0,755.928,227.027957,0.0,169.666957,0.0,57.361
2025-07-11,192114.3,118140.8,73973.5,21128072229.9,13456676881.0,7671395348.9,230754.563,118140.773,49412.63,73973.544,4590.288,1685.001,1358.272158,-127.641791,-118.98,38.004209,-11.611,-35.055,1485.913949,571.33,923.402949,-24.198,15.379,-433.026158,-191.856209,0.0,-214.245209,0.0,22.389,-241.169949,0.0,-248.200949,0.0,7.031
2025-07-18,194044.2,118308.0,75736.2,21343905468.4,13555132010.0,7788773458.4,232850.08,118307.988,49579.895,75736.184,4609.628,1699.873,1990.937585,112.520945,-75.363,190.145945,-10.672,8.41,1878.41664,328.26,1503.93264,38.774,7.45,-61.082585,54.694055,0.0,-104.160945,0.0,158.855,-115.77664,0.0,-127.66664,0.0,11.89
2025-07-25,195596.6,118473.2,77123.3,21596345682.1,13711339596.0,7885006086.1,234345.208,118473.248,49537.204,77123.313,4637.651,1701.888,1213.835471,83.077868,11.992,3.907868,-15.256,82.434,1130.757603,637.482,404.693603,57.783,30.799,338.553529,82.182132,0.0,207.307132,0.0,-125.125,256.371397,0.0,259.147397,0.0,-2.776
2025-08-01,192260.4,117652.4,74608.0,21344536721.6,13572911944.0,7771624777.6,231029.382,117652.42,49339.082,74608.02,4574.98,1701.516,-1825.450921,-0.926182,-192.897,137.556818,-59.34,113.754,-1824.524739,-1463.538,-383.493739,45.739,-23.232,-1510.670079,-819.901818,0.0,-508.025818,0.0,-311.876,-690.768261,0.0,-651.329261,0.0,-39.439
2025-08-08,195693.4,119280.6,76412.9,21458119142.4,13542898304.0,7915220838.4,234737.319,119280.57,50498.211,76412.865,4650.096,1741.128,1534.365611,242.318687,287.247,-166.728313,34.77,87.03,1292.046924,826.915,428.948924,63.872,-27.689,1898.629389,1385.831313,0.0,313.732313,0.0,1072.099,512.798076,0.0,409.993076,0.0,102.805
2025-08-15,194326.6,118227.9,76098.7,21897942419.6,13998022030.0,7899920389.6,233625.191,118227.865,49762.663,76098.69,4602.084,1722.657,-826.310248,-427.45726,-390.038,-66.65726,14.913,14.325,-398.852988,-816.416,498.409012,-98.929,18.083,-540.569752,-625.24774,0.0,124.62526,0.0,-749.873,84.677988,0.0,150.772988,0.0,-66.095
2025-08-22,196222.2,118122.2,78100.0,21863598877.4,13866313182.0,7997285695.4,235156.581,118122.226,49782.223,78100.018,4589.667,1730.075,2015.281254,-76.579425,-48.174,2.069575,-23.271,-7.204,2091.860679,1639.439,394.230679,73.12,-14.929,-119.592254,-29.059575,0.0,-55.823575,0.0,26.764,-90.532679,0.0,-93.044679,0.0,2.512
2025-08-29,193345.6,119362.6,73983.0,21939013896.6,14030759165.0,7908254731.6,231553.861,119362.599,50897.747,73982.969,4697.6,1759.442,-4049.345074,205.412846,-35.625,139.814846,-1.942,103.165,-4254.75792,-2296.151,-1963.35092,-10.925,15.669,1172.669074,1034.960154,0.0,22.601154,0.0,1012.359,137.70892,0.0,45.44492,0.0,92.264
2025-09-05,198784.4,122611.9,76172.5,21964271907.3,13811853849.0,8152418058.3,237662.37,122611.872,53396.484,76172.535,4930.215,1843.976,2833.666417,940.570804,346.42,302.912804,24.606,266.632,1893.095613,1041.248,910.707613,-89.742,30.882,2605.172583,2308.702196,0.0,76.597196,0.0,2232.105,296.470387,0.0,94.737387,0.0,201.733
2025-09-12,201554.1,124589.9,76964.2,22459998390.5,14170083428.0,8289914962.5,240364.385,124589.912,55198.038,76964.167,5156.195,1912.342,1439.003351,795.089205,196.838,-39.305795,11.03,626.527,643.914146,526.557,-50.226854,68.708,98.876,1330.668649,1182.950795,0.0,7.923795,0.0,1175.027,147.717854,0.0,20.613854,0.0,127.104
